Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
44930,Some crops burned up in Texas' Coastal Bend,06/14/2018,06/12/2018, ,"Crops in the Coastal Bend needed moisture badly, while some fields had burned up entirely.  Yield reductions were expected in the grain sorghum.  Pastures were scorched, and the first cutting of hay was small.  Local auctions were experiencing higher sales volumes, given the high cost of feed and its availability.  Some producers were thinking about early weaning and culling livestock.  The Bryan-College Station Eagle (Texas), June 12, 2018","Agriculture, Plants & Wildlife","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
44931,"Plant stress, decreased production in East Texas",06/14/2018,06/12/2018, ,"Plant stress and decreased production were apparent in most of East Texas.  In Cherokee County, drought was stressing pastures and hay meadows and drying up surface water.  Producers were buying hay from other areas.  The yield from the first hay cutting in Harrison County was about 60 percent of normal. The Bryan-College Station Eagle (Texas), June 12, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Anderson County, TX, Angelina County, TX, Cherokee County, TX, Gregg County, TX, Harrison County, TX, Henderson County, TX, Houston County, TX, Jasper County, TX, Marion County, TX, Nacogdoches County, TX, Newton County, TX, Panola County, TX, Polk County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, Shelby County, TX, Smith County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Wood County, TX",
45008,"Cotton devastated in Willacy County, Texas",06/20/2018,06/12/2018, ,"A Willacy County farmer relied on his crop insurance as drought devastated his 7,000 acres of cotton, which was not producing anything.  KRGV-TV Channel 5 Weslaco (Texas), June 12, 2018",Agriculture,"Willacy County, TX",
44933,Below average wheat yields in West Central Texas,06/14/2018,06/12/2018, ,"The wheat harvest in West Central Texas was nearly finished with below average yields.  As livestock water sources became critically low, some producers began hauling water.  Pastures were becoming extremely short, and ranchers were opting to sell older cows in some areas. The Bryan-College Station Eagle (Texas), June 12, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
44935,All crops under irrigation in South Texas,06/14/2018,06/12/2018, ,"All field crops were being irrigated in South Texas.  Some livestock producers have begun feeding hay as hay prices were rising.  Pastures and rangelands continued to deteriorate from the lack of rain and heat.  With more failed sorghum fields being reported, the crop was being baled for livestock feed.The Bryan-College Station Eagle (Texas), June 12, 2018 and June 20, 2018","Agriculture, Plants & Wildlife","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
44957,"Low stock tanks, little forage production noted in Llano County, Texas",06/18/2018,06/12/2018,06/14/2018,"Photo taken June 11, 2018, in southwestern Llano County, Texas, shows low stock tank and very little forage production during the 2018 spring growing season.From Mason, Texas, on June 12, 2018Via Survey123, the submitter of this report also noted the following impacts at this location:How dry or wet is it? Severely Dry.Agricultural Impacts: Reduced yield; reduced pasture, forage; livestock;    decreased stock weights; selling livestockEnvironmental Impacts: Wildlife disease or mortality; wildlife foraging near people; less water; fish kills; more dust; new plants, trees sufferWater-related Impacts: Increased groundwater use; low rivers, ponds, springsRecreation & Tourism Impacts: Horses feel heat stressPublic and Community Health Impacts: Air quality, dust; stress; changes in outdoor activitiesFire-related Impacts: More fire risk; burn bans","Agriculture, Fire, Plants & Wildlife, Society & Public Health, Tourism & Recreation, Water Supply & Quality","Llano County, TX, Mason, TX",
44934,Corn deteriorating in Southwest Texas,06/14/2018,06/12/2018, ,"Corn was deteriorating quickly in Southwest Texas.  Some forage was still available, but was becoming limited.  Without rain, sorghum fields will likely not be able to reach their potential height or yield.The Bryan-College Station Eagle (Texas), June 12, 2018 and June 20, 2018","Agriculture, Plants & Wildlife","Bandera County, TX, Bastrop County, TX, Bexar County, TX, Blanco County, TX, Caldwell County, TX, Comal County, TX, Edwards County, TX, Gillespie County, TX, Gonzales County, TX, Guadalupe County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Kinney County, TX, Medina County, TX, Real County, TX, Sutton County, TX, Travis County, TX, Uvalde County, TX, Wilson County, TX",
44925,Grain sorghum growth stunted in Central Texas,06/13/2018,06/12/2018, ,"Drought in Central Texas stunted the growth of grain sorghum, and, in some areas, corn did not produce ears.  Stock tanks and river water levels were falling. The Bryan-College Station Eagle (Texas), June 12, 2018","Agriculture, Water Supply & Quality","Bell County, TX, Bosque County, TX, Comanche County, TX, Coryell County, TX, Eastland County, TX, Ellis County, TX, Erath County, TX, Falls County, TX, Freestone County, TX, Hamilton County, TX, Hill County, TX, Hood County, TX, Johnson County, TX, Leon County, TX, Limestone County, TX, McLennan County, TX, Milam County, TX, Navarro County, TX, Robertson County, TX, Somervell County, TX, Williamson County, TX",
44907,"Stage 1 water restrictions now in place in Goliad County, Texas",06/11/2018,06/09/2018,06/09/2018,"Ongoing heat wave and no rain is baking everything.  Having to water garden, fruit trees, and new plants frequently.  Under burn ban and stage 1 water restrictions.  Some ponds are drying up.  Starting to feed hay to cattle.CoCoRaHS Report from Station #Berclair 7.3 NW on 6/9/2018","Relief, Response & Restrictions","Goliad County, TX",
44919,"Crops damaged in San Patricio County, Texas",06/12/2018,06/07/2018, ,"Dry conditions in San Patricio County have farmers worried that they will lose a significant portion of their crops.  One farmer expects his grain sorghum crop to produce 20 percent of last year’s harvest.  There was still hope for cotton if rain falls in the next two to three weeks, but the corn was likely lost.KIII-TV3 South Texas (Texas), June 7, 2018",Agriculture,"San Patricio County, TX",
44920,"Hay supply depleted, cattle sales occurring in Coastal Bend of Texas",06/12/2018,06/07/2018, ,"Cotton under irrigation where possible in the Coastal Bend of Texas.  Hay yields marginal, and more livestock being sold at auction.KRIS-TV NBC 6 Corpus Christi (Texas), June 7, 2018","Agriculture, Plants & Wildlife","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
44893,Pastures not growing quickly in East Texas,06/06/2018,06/05/2018, ,"Parts of East Texas experienced grass and woodland fires as the dry conditions increased the fire danger.  Due to the heat and lack of rain, pastures were not growing quickly, with production down 30 percent from the previous year in Cherokee County.  The Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Fire, Plants & Wildlife","Anderson County, TX, Angelina County, TX, Cherokee County, TX, Gregg County, TX, Harrison County, TX, Henderson County, TX, Houston County, TX, Jasper County, TX, Marion County, TX, Nacogdoches County, TX, Newton County, TX, Panola County, TX, Polk County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, Shelby County, TX, Smith County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Wood County, TX",
44885,"Restrictions on burning in unincorporated parts of Hays County, Texas",06/05/2018,06/05/2018, ,"The Hays County Commissioners Court issued a burn ban for the unincorporated parts of Hays County, due to numerous grass fires and the elevated drought index.  It is prohibited to burn in barrels and fire pits, as well as to grill in county parks.Austin American-Statesman (Texas), June 5, 2018","Fire, Relief, Response & Restrictions","Hays County, TX",
44898,"Drought hindering crop growth, development in Southwest Texas",06/06/2018,06/05/2018, ,"The lack of rain in Southwest Texas hurt growing conditions.  Hay growers made a first cutting, but may not get a good second cutting.  In some counties, wheat and oats were not harvested for grain, due to drought, but were used for grazing instead.  Fall calves were sold early amid drought conditions.  Water availability for livestock and wildlife was monitored.The Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Bandera County, TX, Bastrop County, TX, Bexar County, TX, Blanco County, TX, Caldwell County, TX, Comal County, TX, Edwards County, TX, Gillespie County, TX, Gonzales County, TX, Guadalupe County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Kinney County, TX, Medina County, TX, Real County, TX, Sutton County, TX, Travis County, TX, Uvalde County, TX, Wilson County, TX",
44894,Cotton under constant irrigation in Texas Panhandle,06/06/2018,06/05/2018, ,"In parts of the Texas Panhandle, pastures were burned up, hay was scarce and hay prices were high as hot, dry and windy conditions affected the region.  Producers did not expect cotton to emerge without rain and were irrigating corn and cotton fields nonstop to try to meet water demands. Cattle were being sold quickly.  The Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Plants & Wildlife","Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
44892,Cotton under irrigation in Texas' Coastal Bend,06/06/2018,06/05/2018, ,"The need for rain in the Coastal Bend prompted farmers to move irrigation to cotton where it was possible as corn and cotton were suffering in the hot, dry weather.  Yields were marginal for some of the hay just harvested.  Rangeland and pasture conditions continued to deteriorate.  More livestock were being sold at auction as the lack of forage became a greater concern.  The Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Plants & Wildlife","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
44890,Stock tanks low in Central Texas,06/06/2018,06/05/2018, ,"Central Texas stock tank levels were about half of capacity or lower. Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Water Supply & Quality","Bell County, TX, Bosque County, TX, Comanche County, TX, Coryell County, TX, Eastland County, TX, Ellis County, TX, Erath County, TX, Falls County, TX, Freestone County, TX, Hamilton County, TX, Hill County, TX, Hood County, TX, Johnson County, TX, Leon County, TX, Limestone County, TX, McLennan County, TX, Milam County, TX, Navarro County, TX, Robertson County, TX, Somervell County, TX, Williamson County, TX",
44897,Dryland corn yields expected to be poor in Southeast Texas,06/06/2018,06/05/2018, ,"Corn fields in dry sections of Southeast Texas were not expected to yield much.  The Bryan-College Station Eagle (Texas), June 5, 2018",Agriculture,"Brazoria County, TX, Brazos County, TX, Burleson County, TX, Chambers County, TX, Fort Bend County, TX, Galveston County, TX, Grimes County, TX, Hardin County, TX, Harris County, TX, Jefferson County, TX, Lee County, TX, Liberty County, TX, Madison County, TX, Montgomery County, TX, Orange County, TX, San Jacinto County, TX, Walker County, TX, Waller County, TX",
44891,Dryland cotton planting delayed in Rolling Plains of Texas,06/06/2018,06/05/2018, ,"The planting of some dryland cotton in the Rolling Plains was delayed, due to the need for rain.  Some producers continued to give livestock cake and hay.  Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Plants & Wildlife","Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
44899,"Pasture, rangeland, crops deteriorating in South Texas",06/06/2018,06/05/2018, ,"Pasture and rangeland conditions in South Texas were still declining due to heat and the lack of rain.  Supplemental feeding of livestock and wildlife was increasing.  Stock tank levels were decreasing, with some producers beginning to haul water while others started culling their herds.  Some row crops were faring poorly and yield potential was expected to be down.  Crop adjusters found several grain sorghum fields to be total losses.  Some grain sorghum was cut for cattle feed.  The Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
44896,Pastures deteriorating in West Central Texas,06/06/2018,06/05/2018, ,"Pastures in West Central Texas continued to deteriorate by the day as rain was badly needed.  Stock tank levels continued to fall with some tanks dropping to unusable levels.  Livestock continued to receive supplemental feeding.  Cattle markets were busy with more than a thousand cattle sold in some counties. The Bryan-College Station Eagle (Texas), June 5, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
44895,"Irrigation, rain needed for crops to emerge in Far West Texas",06/06/2018,06/05/2018, ,"Irrigated crops, including cotton, struggled to emerge in Far West Texas.  Virtually no dryland cotton emerged, and the crop needed substantial rain.  Corn was barely surviving.  The Bryan-College Station Eagle (Texas), June 12, 2018Despite irrigation, rain was still needed in Far West Texas to encourage crops to emerge.  The Bryan-College Station Eagle (Texas), June 5, 2018",Agriculture,"Andrews County, TX, Brewster County, TX, Crane County, TX, Crockett County, TX, Culberson County, TX, Ector County, TX, El Paso County, TX, Glasscock County, TX, Howard County, TX, Hudspeth County, TX, Jeff Davis County, TX, Loving County, TX, Martin County, TX, Midland County, TX, Pecos County, TX, Presidio County, TX, Reagan County, TX, Reeves County, TX, Terrell County, TX, Upton County, TX, Val Verde County, TX, Ward County, TX, Winkler County, TX",
44866,"Fire bans and water restrictions coming into play in Goliad County, Texas",06/04/2018,06/03/2018,06/03/2018,"Current heat wave is cooking everything.  Two weeks of upper 90s to low 100s is baking the ground.  Still some new grass growth from moisture that soaked deep after last rain, but otherwise having to water garden and fruit trees.  pond levels continue to drop.  All area counties have issued fire bans due to severity of dry vegetation, and water restrictions are starting to be placed in area communities.CoCoRaHS Report from Station #Berclair 7.3 NW on 6/3/2018","Relief, Response & Restrictions","Goliad County, TX",
45549,"Forage affected, stock ponds drying in Hopkins County, Texas",08/06/2018,06/01/2018,08/05/2018,"My part of northeast Texas, specifically Hopkins County, has been extremely dry since early June. Hay meadows that should already be ready for a second cutting of hay are bare. All there is, is either brown ryegrass stubble, or a few green sprouts of grass about two foot apart. I am buying hay and investing up to $90 per roll to just try and get my cattle to Fall. To go along with this situation is the stock ponds are drying up and getting boggy.From Hopkins County, Texas, on August 5, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Hopkins County, TX",
47918,"Bee hive lost, honey production low in McLennan County, Texas",10/11/2018,06/01/2018,10/06/2018,"McLennan County beekeepers reported numerous lost hives and a reduction in honey production of up to 74 percent, after a historically dry summer.  Because nectar and pollen were scarce, bees could not make honey and consumed what they had. Waco Tribune-Herald (Texas), Oct. 6, 2018","Agriculture, Plants & Wildlife","McLennan County, TX",
47899,"Corn, sorghum grain yields down in Wharton County, Texas",09/27/2018,06/01/2018,09/27/2018,"Corn and sorghum grain yields were down in Wharton County after a dry growing season.  Dryland corn yields were fair in parts of the county that did catch a little rain, according to Corrie Bowen, Wharton County extension agent.  El Campo Leader-News (Texas), Sept. 27, 2018",Agriculture,"Wharton County, TX",
44851,"Wildlife looking for food and burn ban in effect in Eastland County, Texas",05/30/2018,05/29/2018,05/29/2018,No significant rain received lately. Vegetation is extremely dry. Wildlife is coming closer to homes in the area looking for food. Fire Department posted there is extreme danger for fires. We are under a burn ban.CoCoRaHS Report from Station #Cisco 4.1 N on 5/29/2018,"Plants & Wildlife, Relief, Response & Restrictions","Eastland County, TX",
44799,Water restrictions for San Antonio Water System in Texas,10/01/2018,05/22/2018,10/01/2018,"Drought restrictions that took effect in May in San Antonio ended on Oct. 1 after the region received historic rainfall in September.  KSAT-TV ABC 12 San Antonio (Texas), Oct. 1, 2018The San Antonio Water System moved to stage 2 water restrictions on June 11 after the 10-day average of the Edwards Aquifer fell to 650 feet. KSAT-TV ABC 12 San Antonio (Texas), June 11, 2018The Edwards Aquifer Authority announced Stage 1 pumping restrictions after the 10-day average level of an index well fell below the minimum 660 feet trigger.  Some cities in South Texas began restricting water use with permit holders in Bexar, Atascosa, Caldwell, Comal, Guadalupe, Hays and Medina counties being told to limit their pumping. Fort Worth Star-Telegram (Texas), May 22, 2018","Relief, Response & Restrictions, Water Supply & Quality","Atascosa County, TX, Bexar County, TX, San Antonio, TX, Caldwell County, TX, Comal County, TX, Guadalupe County, TX, Hays County, TX, Medina County, TX",
44822,"Producers buying, feeding livestock hay in East Texas",05/24/2018,05/22/2018, ,"Growing conditions worsened across East Texas due to the lack of rain and early heat.  Pond and creek water levels were declining in Cherokee County.  In Trinity County, warm-season forages had nearly stopped growing, causing some producers to buy and feed hay.The Bryan-College Station Eagle (Texas), May 22, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Anderson County, TX, Angelina County, TX, Cherokee County, TX, Gregg County, TX, Harrison County, TX, Henderson County, TX, Houston County, TX, Jasper County, TX, Marion County, TX, Nacogdoches County, TX, Newton County, TX, Panola County, TX, Polk County, TX, Rusk County, TX, Sabine County, TX, San Augustine County, TX, Shelby County, TX, Smith County, TX, Trinity County, TX, Tyler County, TX, Upshur County, TX, Wood County, TX",
44826,"Cattle culling, sales in South Texas",05/24/2018,05/22/2018, ,"Stock tank levels in South Texas were falling rapidly as hotter temperatures arrived.  Supplemental feeding increased for livestock and wildlife.  More cattle were being culled and sold at auction as producers opted to thin the herds before summer.  The Bryan-College Station Eagle (Texas), May 22, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
44825,"Rangelands, pastures deteriorating in Southwest Texas",05/24/2018,05/22/2018, ,"Rangelands and pastures in parts of Southwest Texas that did not receive rain were deteriorating.  The Bryan-College Station Eagle (Texas), May 22, 2018","Agriculture, Plants & Wildlife","Bandera County, TX, Bastrop County, TX, Bexar County, TX, Blanco County, TX, Caldwell County, TX, Comal County, TX, Edwards County, TX, Gillespie County, TX, Gonzales County, TX, Guadalupe County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Kinney County, TX, Medina County, TX, Real County, TX, Sutton County, TX, Travis County, TX, Uvalde County, TX, Wilson County, TX",
44821,Wheat fields struggling in Texas' Coastal Bend,05/24/2018,05/22/2018, ,"Wheat fields in the Coastal Bend that had marginal soil moisture at planting manifested severe signs of moisture stress.  Some producers chose to harvest crops as forage rather than as grain.  Producers with irrigation capability were watering corn and cotton.  Hay demand was increasing and supplies were limited, given the dry conditions.  The condition of rangeland and pastures were deteriorating.  Producers were culling cattle and selling them earlier than intended and, without significant rainfall, will be taking more cattle to market. The Bryan-College Station Eagle (Texas), May 22, 2018","Agriculture, Plants & Wildlife","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
44823,Wheat cut for hay in the Texas Panhandle,05/24/2018,05/22/2018, ,"Winter wheat harvest yields were expected to be very low in the Texas Panhandle.  The Bryan-College Station Eagle (Texas), June 12, 2018Wheat in the Texas Panhandle was cut for hay because drought and poor grain quality made that the most sensible choice.  Rangeland and pastures were slow to green up, leaving ranchers to continue supplementing cattle.  Livestock were moved to summer pasture, but more rain was needed for grazing to continue.  Many producers who intended to plant dryland cotton were opting for grain sorghum because there was too little moisture to plant.The Bryan-College Station Eagle (Texas), May 22, 2018","Agriculture, Plants & Wildlife","Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
44809,"Fire danger and burn ban in effect in Eastland County, Texas",05/23/2018,05/22/2018,05/22/2018,Need rain as we have not had any significant rain lately. Fire department has us under extreme fire danger and burn ban in effect.CoCoRaHS Report from Station #Cisco 4.1 N on 5/22/2018,"Relief, Response & Restrictions","Eastland County, TX",
44824,Stock tank levels falling in West Central Texas,05/24/2018,05/22/2018, ,"Stock tank levels in West Central Texas continued to fall and were a concern.  The Bryan-College Station Eagle (Texas), May 22, 2018",Water Supply & Quality,"Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
44804,"Very dry conditions created many grass fires and fire bans in Goliad County, Texas",05/23/2018,05/19/2018,05/19/2018,"Hot, and dry.  Having to keep garden and fruit trees watered.  Many grass fires in region this past week and fire bans implemented.  Grass and vegetation very dry. Pond levels continue to fall.CoCoRaHS Report from Station #Berclair 7.3 NW on 5/21/2018","Fire, Relief, Response & Restrictions","Goliad County, TX",
44755,Livestock still being supplemented in Rolling Plains of Texas,05/16/2018,05/15/2018, ,"Cattle in the Rolling Plains were still receiving small amounts of cake or hay supplements even though recent rain improved pasture condition.North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Plants & Wildlife","Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
44760,Stock tanks low in West Central Texas,05/16/2018,05/15/2018, ,"Stock tanks in West Central Texas continued to be in critical condition.  North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Water Supply & Quality","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
44761,Crop stress mounting in Southeast Texas,05/16/2018,05/15/2018, ,"Rice farmers in Southeast Texas were beginning to water their crop, as the lack of rain affected the crop.  Pastures and hay meadows were in poor condition, and grass growth was stunted.  Corn leaves were rolling by mid-morning from heat and drought stress.  North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Plants & Wildlife","Brazoria County, TX, Brazos County, TX, Burleson County, TX, Chambers County, TX, Fort Bend County, TX, Galveston County, TX, Grimes County, TX, Hardin County, TX, Harris County, TX, Jefferson County, TX, Lee County, TX, Liberty County, TX, Madison County, TX, Montgomery County, TX, Orange County, TX, San Jacinto County, TX, Walker County, TX, Waller County, TX",
44759,Irrigation of limited use in Far West Texas,05/16/2018,05/15/2018, ,"Growers in Far West Texas were irrigating if they had the ability, but those in the eastern parts of the district began ceasing irrigation to cut costs and limit losses.  North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Water Supply & Quality","Andrews County, TX, Brewster County, TX, Crane County, TX, Crockett County, TX, Culberson County, TX, Ector County, TX, El Paso County, TX, Glasscock County, TX, Howard County, TX, Hudspeth County, TX, Jeff Davis County, TX, Loving County, TX, Martin County, TX, Midland County, TX, Pecos County, TX, Presidio County, TX, Reagan County, TX, Reeves County, TX, Terrell County, TX, Upton County, TX, Val Verde County, TX, Ward County, TX, Winkler County, TX",
44756,"Rangeland, pastures deteriorating rapidly in Texas' Coastal Bend",05/16/2018,05/15/2018, ,"Coastal Bend rangeland and pastures were deteriorating rapidly from the lack of rain.  North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Plants & Wildlife","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
44762,Supplemental feeding ongoing in South Texas,05/16/2018,05/15/2018, ,"Supplemental feeding of livestock in South Texas continued for most producers, and increased for others.  Body condition scores remained fair, but were starting to decline.  North Texas e-News (Fannin, Texas), May 15, 2018",Agriculture,"Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
44758,Rangelands brown in the Texas Panhandle,05/16/2018,05/15/2018, ,"Rangelands in the Panhandle were mostly brown and trying to turn green, but low soil moisture hindered the transformation.  Some wheat was cut for hay.  The dry conditions heightened the fire danger with numerous fires occurring.  North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Fire, Plants & Wildlife","Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
