Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
51598,"Supplemental feeding, high livestock sales in South Texas",11/12/2020,10/14/2020,11/10/2020,"Soil moisture was short to very short in all but the southern parts of South Texas, where moisture was adequate.  Wheat planting remained stalled in drier parts of the district.  Livestock supplemental feeding continued to increase, and rangeland and pasture conditions deteriorated, due to dry conditions.  Stock tanks were declining in some areas.AgriLife Today (College Station, Texas), Nov. 10, 2020Rangeland and pasture conditions continued to deteriorate in South Texas as most of the district reported short to very short soil moisture levels.  Supplemental feeding of livestock increased.  Livestock producers were securing round hay bales in preparation for winter and were considering reducing their herds.  Stock tanks were low in some areas.AgriLife Today (College Station, Texas), Nov 3, 2020Pasture and rangeland conditions continued to deteriorate in South Texas, where most of the district reported short to very short soil moisture conditions. AgriLife Today (College Station, Texas), Oct 28, 2020Small grains were being planted in South Texas, but rain was needed.  Beef cattle and calf prices were declining in areas where herds were being culled due to lack of rain.  Pasture and rangeland conditions continued to deteriorate.  Livestock were receiving supplemental feed.AgriLife Today (College Station, Texas), Oct 20, 2020Pasture and rangeland conditions were beginning to deteriorate in South Texas as warm temperatures dried soil moisture rapidly.  Some supplemental feeding was underway.  Wheat and fall forage plantings continued in some areas, but were at a standstill due to weather conditions and armyworm destruction of early fall-planted fields.  Weather and market predictions increased livestock sales with one sale barn reporting nearly twice the usual number of cattle sold in the past couple of weeks.AgriLife Today (College Station, Texas), Oct 14, 2020","Agriculture, Plants & Wildlife, Water Supply & Quality","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
51596,Supplemental feed for livestock in West Central Texas,11/12/2020,10/14/2020,11/10/2020,"Supplemental feeding continued in West Central Texas.AgriLife Today (College Station, Texas), Nov. 10, 2020Little wheat was planted in West Central Texas as the topsoil remained dry.  Pastures were dry, leaving many producers feeding supplements. AgriLife Today (College Station, Texas), Oct 28, 2020Planted wheat fields in West Central Texas needed moisture.  Some fields were dry planted, but some farmers waited for rain before planting.  Livestock were given supplemental feed.  AgriLife Today (College Station, Texas), Oct 20, 2020Producers in West Central Texas were moving round bales to pastures for cattle.  Topsoil moisture was becoming depleted, and more rain was needed to keep cool-season grasses and forbs growing.AgriLife Today (College Station, Texas), Oct 14, 2020","Agriculture, Plants & Wildlife","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
51593,Wheat fields need rain before planting in Texas' Rolling Plains,10/15/2020,10/14/2020, ,"Rolling Plains wheat growers halted planting in drier areas.  Pastures had good stands, but were beginning to dry out.AgriLife Today (College Station, Texas), Oct 20, 2020Rolling Plains pastures and water tanks were starting to dry out as conditions were dry and warm.  Some wheat fields needed rain before planting.  AgriLife Today (College Station, Texas), Oct 14, 2020","Agriculture, Water Supply & Quality","Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
51594,"Rain needed for plant growth, recharging soil moisture in Texas Panhandle",10/28/2020,10/14/2020,10/25/2020,"Panhandle pastures and rangelands were very poor to fair with most areas reporting poor to very poor grazing conditions.  Topsoil and subsoil moisture conditions were short to very short.AgriLife Today (College Station, Texas), Oct 28, 2020The Panhandle needed rain to encourage emergence and growth of recently planted small grains and to recharge the soil moisture profile for pastures.  Subsoil and topsoil moisture levels were short to very short in central and southern parts of the district.  Pasture and rangeland conditions were very poor to good.AgriLife Today (College Station, Texas), Oct 14, 2020","Agriculture, Plants & Wildlife","Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
51592,Dry conditions delay winter wheat planting in Central Texas,10/15/2020,10/14/2020, ,"Central Texas was hot and dry, lowering topsoil moisture levels.  Some winter wheat plantings may be postponed into late October, due to dry conditions.  AgriLife Today (College Station, Texas), Oct 14, 2020",Agriculture,"Bell County, TX, Bosque County, TX, Comanche County, TX, Coryell County, TX, Eastland County, TX, Ellis County, TX, Erath County, TX, Falls County, TX, Freestone County, TX, Hamilton County, TX, Hill County, TX, Hood County, TX, Johnson County, TX, Leon County, TX, Limestone County, TX, McLennan County, TX, Milam County, TX, Navarro County, TX, Robertson County, TX, Somervell County, TX, Williamson County, TX",
51597,Supplemental feeding in Southwest Texas,11/19/2020,10/14/2020,11/17/2020,"Moisture conditions declined in Southwest Texas as no rain fell in the district.  Rangeland and pasture conditions deteriorated.  Winter wheat had not been planted in Kinney County due to warm temperatures and dry conditions.  Livestock were receiving supplemental feeding.AgriLife Today (College Station, Texas), Nov. 17, 2020Moisture conditions continued to decrease in Southwest Texas as little to no rain fell.  Rangeland and pasture conditions were deteriorating.  Some growers delayed winter wheat planting until rain falls.  Supplemental feeding of livestock continued.  AgriLife Today (College Station, Texas), Nov. 10, 2020Soil moisture, rangeland and pasture conditions in Southwest Texas were declining due to the lack of rain.  Livestock and wildlife were in fair condition with supplemental feeding.AgriLife Today (College Station, Texas), Nov 3, 2020Moisture conditions continued to decrease in Southwest Texas, and rangeland and pasture conditions were deteriorating.  Producers will replant small-grain crops after some rain.  Livestock were in good to fair condition, and producers continued supplemental feeding.  AgriLife Today (College Station, Texas), Oct 28, 2020Southwest Texas producers continued to offer supplemental feed to livestock as rangelands were dry and moisture conditions declined.  AgriLife Today (College Station, Texas), Oct 20, 2020Drier range conditions in Southwest Texas led producer to offer supplemental feed as the district was warm and dry.AgriLife Today (College Station, Texas), Oct 14, 2020","Agriculture, Plants & Wildlife","Bandera County, TX, Bastrop County, TX, Bexar County, TX, Blanco County, TX, Caldwell County, TX, Comal County, TX, Edwards County, TX, Gillespie County, TX, Gonzales County, TX, Guadalupe County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Kinney County, TX, Medina County, TX, Real County, TX, Sutton County, TX, Travis County, TX, Uvalde County, TX, Wilson County, TX",
51604,Stage II Alarm Drought in Texas' Edwards Aquifer Conservation District,10/16/2020,10/08/2020, ,"The Barton Springs/Edwards Aquifer Conservation District’s Board of Directors declared a Stage II Alarm Drought on Oct. 8.  The District Lovelady Monitor Well fell below its drought trigger in late September and has been near trigger levels since April 2020.  Under Stage II Alarm Drought, all district permittees must implement mandatory measures to meet monthly pumpage reduction requirements, which ranges from 20 to 100 percent, starting in November.San Marcos Corridor News (Texas), Oct 12, 2020","Relief, Response & Restrictions, Water Supply & Quality","Bastrop County, TX, Caldwell County, TX, Hays County, TX, Travis County, TX",
51566,"Pumpkin yields down, improved quality in Floyd County, Texas",10/08/2020,10/06/2020, ,"Floyd County pumpkin growers reported that yields were down 20 to 30 percent, but quality was better, due to low disease pressure.AgriLife Today (College Station, Texas), Oct 6, 2020",Agriculture,"Floyd County, TX",
51568,Wheat planting on hold in Far West Texas,10/28/2020,10/06/2020,10/25/2020,"Far West rangeland and pasture conditions were dry, and livestock producers continued to monitor body condition scores in cattle, sheep and goats to develop a supplemental feeding program.  Many cattle ranchers had plans to downsize their herds due to insufficient grass.  Wheat planting was nearly complete.AgriLife Today (College Station, Texas), Oct 28, 2020Most dryland cotton in Far West Texas averaged about ¾ of a bale per acre.  Wheat planting remained on hold due to the lack of moisture.  Rangeland conditions were still poor and needed rain. Producers continued to feed livestock and wildlife. Ranchers were planning for drought and shipping some cows or moving them to parts of Texas with grass.AgriLife Today (College Station, Texas), Oct 20, 2020Cotton yields in Far West Texas were below expectations.  Wheat planting came to a halt for the cotton harvest and due to the lack of soil moisture.  Producers continued to give cattle supplemental feed for lack of forages.AgriLife Today (College Station, Texas), Oct 14, 2020Wheat planting in Far West Texas was on hold, due to cotton planting and low soil moisture.  Many farmers were deciding between dry planting crops and waiting for rain.  Producers continued to provide supplemental feed to livestock and wildlife.AgriLife Today (College Station, Texas), Oct 6, 2020","Agriculture, Plants & Wildlife","Andrews County, TX, Brewster County, TX, Crane County, TX, Crockett County, TX, Culberson County, TX, Ector County, TX, El Paso County, TX, Glasscock County, TX, Howard County, TX, Hudspeth County, TX, Jeff Davis County, TX, Loving County, TX, Martin County, TX, Midland County, TX, Pecos County, TX, Presidio County, TX, Reagan County, TX, Reeves County, TX, Terrell County, TX, Upton County, TX, Val Verde County, TX, Ward County, TX, Winkler County, TX",
51567,Texas' South Plains pastures in poor condition,10/08/2020,10/06/2020, ,"South Plains pastures were in poor condition for lack of rain.  AgriLife Today (College Station, Texas), Oct 6, 2020","Agriculture, Plants & Wildlife","Bailey County, TX, Borden County, TX, Castro County, TX, Cochran County, TX, Crosby County, TX, Dawson County, TX, Floyd County, TX, Gaines County, TX, Garza County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Lynn County, TX, Mitchell County, TX, Parmer County, TX, Scurry County, TX, Swisher County, TX, Terry County, TX, Yoakum County, TX",
