Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
38541,Crops yields down in northern Ohio,11/1/16,11/1/16, ,"Corn yields in northern Ohio averaged about 130 to 140 bushels per acre, said Ohio State University professor Peter Thomison.  Northern Ohio dealt with drought during much of June and July, while the southern half of the state enjoyed normal rainfall and better grain yields.  Silage production in Putnam and Henry counties averaged between 22 and 26 tons per acre, considerably lower than the 30 to 32 tons per acre achieved in better years.  A soybean grower in Union County got late summer rainfall which helped his yield.  The soybeans averaged just over 50 bushels per acre, but was hoped to yield 60 bushels per acre.Sioux City Journal (Iowa), Nov. 1, 2016",Agriculture,"Allen County, OH, Ashland County, OH, Ashtabula County, OH, Auglaize County, OH, Carroll County, OH, Champaign County, OH, Columbiana County, OH, Coshocton County, OH, Crawford County, OH, Cuyahoga County, OH, Defiance County, OH, Delaware County, OH, Erie County, OH, Fulton County, OH, Geauga County, OH, Hancock County, OH, Hardin County, OH, Harrison County, OH, Henry County, OH, Holmes County, OH, Huron County, OH, Jefferson County, OH, Knox County, OH, Lake County, OH, Licking County, OH, Logan County, OH, Lorain County, OH, Lucas County, OH, Mahoning County, OH, Marion County, OH, Medina County, OH, Mercer County, OH, Morrow County, OH, Ottawa County, OH, Paulding County, OH, Portage County, OH, Putnam County, OH, Richland County, OH, Sandusky County, OH, Seneca County, OH, Shelby County, OH, Stark County, OH, Summit County, OH, Trumbull County, OH, Tuscarawas County, OH, Union County, OH, Wayne County, OH, Williams County, OH, Wood County, OH, Wyandot County, OH"
50928,"Burn ban for Rutherford County, Tennessee",4/30/20,10/31/16, ,"Extremely dry conditions prompted Rutherford County Fire Chief Larry Farley to reinstate a burn ban for the county on Oct. 31.  Daily News Journal (Murfreesboro, Tenn.), Oct. 31, 2016","Fire, Relief, Response & Restrictions","Rutherford County, TN"
38592,"Fire restrictions in several Tennessee cities, Rutherford County",11/4/16,10/31/16, ,"Clarksville, and a number of other cities including Brentwood, Spring Hill, Smyrna, LaVergne, Mount Juliet and all of Rutherford County, have prohibited outdoor burning, due to the hot, dry weather and increasing fire danger.Clarksville Leaf-Chronicle (Tenn.), Oct. 31, 2016","Fire, Relief, Response & Restrictions","Spring Hill, TN, Clarksville, TN, Rutherford County, TN, La Vergne, TN, Smyrna, TN, Brentwood, TN, Mount Juliet, TN"
44856,"Outdoor water was not allowed for a while in Brunswick County, North Carolina",5/31/18,10/31/16,10/31/16,"Another week without rain and above average temperatures. Our grass and flowers are starting to turn brown and the perennials are dying back.  Our county is still under mandatory water restrictions due to the hole in the water intake pipe, so no outside watering is allowed.  We did hear the first of our winter birds, the white throated sparrow. I am getting more birds to the feeders, and the squirrels are coming to the bird bath for a drink. The Lockwood Folly River is still running high after hurricane Matthew.CoCoRaHS Report from Station #Bolivia 7.8 SW on 10/31/2016","Relief, Response & Restrictions","Brunswick County, NC"
44869,"Fires were breaking out due to dry conditions in Yancey County, New Mexico",6/4/18,10/30/16,10/30/16,A fire broke out in the forest on the steep mountain slope across the creek from this station. A thick layer of dry leaves is providing plenty of fuel. Fire fighters from NC and US Forest Service arrived to fight the blaze while local departments provided protection for houses.CoCoRaHS Report from Station #Burnsville 6.4 S on 11/2/2016,"Fire, Relief, Response & Restrictions","Yancey County, NC"
38538,Vermont farmers hauling water for their livestock,11/1/16,10/29/16, ,"About half a dozen Vermont farmers have run out of water and were transporting it to their livestock.Burlington Free Press (Vt.), Oct. 29, 2016","Agriculture, Water Supply & Quality","Vermont, Addison County, VT, Bennington County, VT, Caledonia County, VT, Chittenden County, VT, Essex County, VT, Franklin County, VT, Grand Isle County, VT, Lamoille County, VT, Orange County, VT, Orleans County, VT, Rutland County, VT, Washington County, VT, Windham County, VT, Windsor County, VT"
38530,"Ban on campfires in Cherokee National Forest in eastern Tennessee, Chattahoochee-Oconee National Forests in Georgia",10/31/16,10/29/16, ,"Visitors to the Cherokee National Forest were prohibited from building campfires, apart from constructing them in the metal fire rings and grills within developed recreation areas starting on Oc.t 29.  Similar restrictions were in effect for the Chattahoochee-Oconee National Forests in Georgia. Knoxville News-Sentinel (Tenn.), Oct. 28, 2016","Fire, Relief, Response & Restrictions","Catoosa County, GA, Chattahoochee County, GA, Fannin County, GA, Gilmer County, GA, Greene County, GA, Habersham County, GA, Jasper County, GA, Jones County, GA, Lumpkin County, GA, Murray County, GA, Rabun County, GA, Stephens County, GA, Towns County, GA, Union County, GA, White County, GA, Carter County, TN, Cocke County, TN, Greene County, TN, Johnson County, TN, Monroe County, TN, Polk County, TN, Sullivan County, TN, Unicoi County, TN"
38601,Salty water from Delaware Bay moving up Delaware River in Pennsylvania,11/15/16,10/28/16, ,"Delaware River Basin officials were thinking about emergency measures to keep the salt front from encroaching further up the river.  Water was already being released from two Pennsylvania reservoirs to keep the salty water away from municipal water intakes in Philadelphia and New Jersey.State Impact - Pennsylvania (Harrisburg, Pa.), Nov. 15, 2016Water releases from the Beltsville and Blue Marsh reservoirs have been used to bolster the flow of the Delaware River, with the goal of maintaining the river flow at Trenton at 3,000 cubic feet per second.  The Beltzville and Blue Marsh reservoir levels have fallen to the level that Delaware River Basin Commission officials have limited water releases, which will cut the flow volume at Trenton, allowing the encroaching salt front to potentially move upriver.  Salty water from the Delaware Bay has already crept up the Delaware River to river mile 85, between Chester, Pa. and the Philadelphia International Airport as of Oct. 20, placing the salt front 13 miles further upstream than normal, according to the Delaware River Basin Commission.Newark Star-Ledger/NJ.com (N.J.), Oct. 28, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Gloucester County, NJ, Berks County, PA, Carbon County, PA, Chester County, PA, Delaware County, PA"
38532,"Livestock being sold in Knox County, Tennessee",10/31/16,10/28/16, ,"Farmers raising livestock around Knox County were having a difficult time because there was not much hay to be found and long-reliable water sources were running dry, according to Neal Denton, University of Tennessee/Knox County extension agent.""Lot of farmers are selling animals,"" he said. ""They can’t find the hay to feed them. It is going to be a tough, dry year for them. Lots and lots of water sources that have never dried out before are drying out.""Knoxville News-Sentinel (Tenn.), Oct. 28, 2016","Agriculture, Plants & Wildlife, Water Supply & Quality","Knox County, TN"
38531,"Tennessee Department of Environment and Conservation asked communities west of Knoxville, Tennessee to curb water use",10/31/16,10/28/16, ,"The Tennessee Department of Environment and Conservation asked water customers in Van Buren, Bledsoe, Sequatchie, Marion, Grundy and Franklin counties to temporarily limit water use for non-essential activities.Knoxville News-Sentinel (Tenn.), Oct. 28, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bledsoe County, TN, Franklin County, TN, Grundy County, TN, Marion County, TN, Sequatchie County, TN, Van Buren County, TN"
44837,"Farmers were cutting back on livestock in Henderson County, North Carolina",5/25/18,10/26/16,10/26/16,"Continued deepening drought conditions has caused a large wildfire to spread out of control in the mountains resulting in air quality alert throughout a number of counties in this area. Some reported conditions include, local farmers cutting back on their livestock because of lack of feed & cost of importing feed, water levels in rivers & streams cont to drop, shallow water wells drying up & many trees just dropping their leaves affecting fall color. Otherwise the weather has been splendid.CoCoRaHS Report from Station #Laurel Park 1.5 W on 10/26/2016",Agriculture,"Henderson County, NC, Laurel Park, NC"
44839,"Large wildfire broke out due to drought conditions causing an air quality alert in Henderson County, North Carolina",5/25/18,10/26/16,10/26/16,"Continued deepening drought conditions has caused a large wildfire to spread out of control in the mountains resulting in air quality alert throughout a number of counties in this area. Some reported conditions include, local farmers cutting back on their livestock because of lack of feed & cost of importing feed, water levels in rivers & streams cont to drop, shallow water wells drying up & many trees just dropping their leaves affecting fall color. Otherwise the weather has been splendid.CoCoRaHS Report from Station #Laurel Park 1.5 W on 10/26/2016","Fire, Society & Public Health","Henderson County, NC, Laurel Park, NC"
38499,Western North Carolinians should be prepared to evacuate if fire breaks out,10/28/16,10/26/16, ,"With fire danger high and water resources diminished in western North Carolina, the Forest Service recommended that people, particularly those living on or near forested land, keep a bag with medications, extra clothing and other essentials ready in case a fire were to require a quick evacuation.Smoky Mountain News (Waynesville, N.C.), Oct. 26, 2016","Fire, Relief, Response & Restrictions","Avery County, NC, Buncombe County, NC, Burke County, NC, Caldwell County, NC, Cherokee County, NC, Clay County, NC, Cleveland County, NC, Graham County, NC, Haywood County, NC, Henderson County, NC, Jackson County, NC, Macon County, NC, Madison County, NC, McDowell County, NC, Mitchell County, NC, Polk County, NC, Rutherford County, NC, Swain County, NC, Transylvania County, NC, Watauga County, NC, Yancey County, NC"
38475,"Vermont Drought Task Force met; citizens asked to report low, dry wells",10/27/16,10/25/16, ,"Vermont residents were urged to report low water levels and dry wells to the State Drought Task Force via the ANR Drinking Water Drought Reporter at https://anrmaps.vermont.gov/websites/droughtreporter/.  The state’s dry spell prompted the assembly of the task force which met during the third week of October.  Manchester Journal (Vt.), Oct. 25, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Vermont, Addison County, VT, Bennington County, VT, Caledonia County, VT, Chittenden County, VT, Essex County, VT, Franklin County, VT, Grand Isle County, VT, Lamoille County, VT, Orange County, VT, Orleans County, VT, Rutland County, VT, Washington County, VT, Windham County, VT, Windsor County, VT"
38498,Exercise extra caution with fire outdoors in Tennessee,10/28/16,10/25/16, ,"Extra caution was advised with the use of fire in Tennessee, due to the ongoing dry conditions and absence of rain in the 10-day forecast.  Drought contributed to the 837 wildfires in the state that burned 20,000 acres.Tennessee Department of Commerce & Insurance (Nashville), Oct. 25, 2016","Fire, Relief, Response & Restrictions","Tennessee, Anderson County, TN, Bedford County, TN, Benton County, TN, Bledsoe County, TN, Blount County, TN, Bradley County, TN, Campbell County, TN, Cannon County, TN, Carroll County, TN, Carter County, TN, Cheatham County, TN, Chester County, TN, Claiborne County, TN, Clay County, TN, Cocke County, TN, Coffee County, TN, Crockett County, TN, Cumberland County, TN, Davidson County, TN, Decatur County, TN, DeKalb County, TN, Dickson County, TN, Dyer County, TN, Fayette County, TN, Fentress County, TN, Franklin County, TN, Gibson County, TN, Giles County, TN, Grainger County, TN, Greene County, TN, Grundy County, TN, Hamblen County, TN, Hamilton County, TN, Hancock County, TN, Hardeman County, TN, Hardin County, TN, Hawkins County, TN, Haywood County, TN, Henderson County, TN, Henry County, TN, Hickman County, TN, Houston County, TN, Humphreys County, TN, Jackson County, TN, Jefferson County, TN, Johnson County, TN, Knox County, TN, Lake County, TN, Lauderdale County, TN, Lawrence County, TN, Lewis County, TN, Lincoln County, TN, Loudon County, TN, Macon County, TN, Madison County, TN, Marion County, TN, Marshall County, TN, Maury County, TN, McMinn County, TN, McNairy County, TN, Meigs County, TN, Monroe County, TN, Montgomery County, TN, Moore County, TN, Morgan County, TN, Obion County, TN, Overton County, TN, Perry County, TN, Pickett County, TN, Polk County, TN, Putnam County, TN, Rhea County, TN, Roane County, TN, Robertson County, TN, Rutherford County, TN, Scott County, TN, Sequatchie County, TN, Sevier County, TN, Shelby County, TN, Smith County, TN, Stewart County, TN, Sullivan County, TN, Sumner County, TN, Tipton County, TN, Trousdale County, TN, Unicoi County, TN, Union County, TN, Van Buren County, TN, Warren County, TN, Washington County, TN, Wayne County, TN, Weakley County, TN, White County, TN, Williamson County, TN, Wilson County, TN"
38508,"Voluntary conservation requested from Suck Creek water customers in Marion County, Tennessee",10/28/16,10/25/16, ,"Well capacity at the Suck Creek water plant was reduced, due to extreme drought.  The Suck Creek wells provide about two-thirds of the water for roughly 250 customers in Suck Creek in Marion County.Chattanoogan (Tenn.), Oct. 25, 2016","Relief, Response & Restrictions, Water Supply & Quality","Marion County, TN"
38509,"Many dry wells in Vershire, Vermont",10/28/16,10/25/16, ,"Many wells have run dry in Vershire, a small town of 629 or so people, where neighbors were helping each other as they awaited an end to the drought.NBC5: Burlington, VT and Plattsburgh, NY (Vt.), Oct. 25, 2016","Society & Public Health, Water Supply & Quality","Orange County, VT"
38462,Fire danger rising in New Hampshire,10/25/16,10/24/16, ,"New Hampshire forestry and fire officials have alerted the public that drought conditions have made fighting wildfires harder and warned people to be vigilant about the increased threat.Greenwich Time (Conn.), Oct. 24, 2016","Fire, Relief, Response & Restrictions","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH"
38710,"Flames burned more than 47,000 acres in western North Carolina",11/17/16,10/23/16,11/17/16,"Autumn 2016 has been Western North Carolina’s driest in 104 years and has not brought significant rainfall in 80 days.  Flames have consumed about 47,000 acres and demonstrated unusual fire behavior.""A typical Western North Carolina wildland fire only burns the leaf litter and debris on the ground,” said Mills River Fire Chief Rick Livingston. “With this [Party Rock] fire in a lot of cases what we’ve seen is a total burn of the bushes, trees and everything in its path has been consumed by fire which is unusual in Western North Carolina.""Asheville Citizen Times (N.C.), Nov. 17, 2016About 15 wildfires burned roughly 45,000 acres in western North Carolina since Oct. 23, according to state officials.  Fire departments from other parts of the state have come to help.The Raleigh News & Observer (N.C.), Nov. 15, 2016Wildfires burned more than 20,000 acres in western North Carolina since Oct. 23, as flames consumed trees, leaves and desiccated understory.  Chimney Rock and South Mountains state parks were closed, due to the wildfires.  The Raleigh News & Observer (N.C.), Nov. 10, 2016",Fire,"Alexander County, NC, Avery County, NC, Buncombe County, NC, Burke County, NC, Caldwell County, NC, Catawba County, NC, Cherokee County, NC, Clay County, NC, Cleveland County, NC, Gaston County, NC, Graham County, NC, Haywood County, NC, Henderson County, NC, Jackson County, NC, Lincoln County, NC, Macon County, NC, Madison County, NC, McDowell County, NC, Mitchell County, NC, Polk County, NC, Rutherford County, NC, Swain County, NC, Transylvania County, NC, Watauga County, NC, Yancey County, NC"
38461,"Water conservation requested in Conway, New Hampshire",10/25/16,10/23/16, ,"Residents of Conway were asked to conserve water because the region was in severe drought with many private wells running very low or dry, stated emergency management director George Walker.  Public water supply systems were within normal operations ranges.A voluntary outdoor use ban was enacted for Hale’s Estates in Conway and Birch Hill in North Conway.  Conway Daily Sun (N.H.), Oct. 23, 2016","Relief, Response & Restrictions, Water Supply & Quality","Belknap County, NH, Carroll County, NH, Conway, NH, Cheshire County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH"
38470,Ban on open burning in Tennessee,10/26/16,10/22/16, ,"The Tennessee Division of Forestry announced a statewide ban on open burning and stopped issuing burn permits.  Scofflaws face fines and court action.  Many municipalities, such as Johnson City, also have open burning bans.  Johnson City Press (Tenn.), Oct. 22, 2016","Fire, Relief, Response & Restrictions","Tennessee, Anderson County, TN, Bedford County, TN, Benton County, TN, Bledsoe County, TN, Blount County, TN, Bradley County, TN, Campbell County, TN, Cannon County, TN, Carroll County, TN, Carter County, TN, Cheatham County, TN, Chester County, TN, Claiborne County, TN, Clay County, TN, Cocke County, TN, Coffee County, TN, Crockett County, TN, Cumberland County, TN, Davidson County, TN, Decatur County, TN, DeKalb County, TN, Dickson County, TN, Dyer County, TN, Fayette County, TN, Fentress County, TN, Franklin County, TN, Gibson County, TN, Giles County, TN, Grainger County, TN, Greene County, TN, Grundy County, TN, Hamblen County, TN, Hamilton County, TN, Hancock County, TN, Hardeman County, TN, Hardin County, TN, Hawkins County, TN, Haywood County, TN, Henderson County, TN, Henry County, TN, Hickman County, TN, Houston County, TN, Humphreys County, TN, Jackson County, TN, Jefferson County, TN, Johnson County, TN, Knox County, TN, Lake County, TN, Lauderdale County, TN, Lawrence County, TN, Lewis County, TN, Lincoln County, TN, Loudon County, TN, Macon County, TN, Madison County, TN, Marion County, TN, Marshall County, TN, Maury County, TN, McMinn County, TN, McNairy County, TN, Meigs County, TN, Monroe County, TN, Montgomery County, TN, Moore County, TN, Morgan County, TN, Obion County, TN, Overton County, TN, Perry County, TN, Pickett County, TN, Polk County, TN, Putnam County, TN, Rhea County, TN, Roane County, TN, Robertson County, TN, Rutherford County, TN, Scott County, TN, Sequatchie County, TN, Sevier County, TN, Shelby County, TN, Smith County, TN, Stewart County, TN, Sullivan County, TN, Sumner County, TN, Tipton County, TN, Trousdale County, TN, Unicoi County, TN, Union County, TN, Van Buren County, TN, Warren County, TN, Washington County, TN, Johnson City, TN, Wayne County, TN, Weakley County, TN, White County, TN, Williamson County, TN, Wilson County, TN"
38458,Residents of New Hampshire urged to conserve water,10/25/16,10/21/16, ,"As drought expanded in New Hampshire and hundreds of private wells ran dry, the Department of Environmental Services urged the public to abide by all water restrictions and conserve where possible.Seacoast Online (Portsmouth, N.H.), Oct. 21, 2016","Relief, Response & Restrictions, Water Supply & Quality","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH"
38448,Drought warning in New Jersey,10/21/16,10/21/16,4/12/17,"Somerset and Hunterdon counties remained in a drought warning after a wet winter, but drought conditions eased in other parts of New Jersey.  Drought warning status was lifted in Bergen, Essex, Hudson, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Sussex, Union and Warren counties.  The drought watch was canceled in Burlington, Camden, Gloucester and Salem counties.NJ.com (Newark, N.J.), April 12, 2017A drought warning was issued for 14 of New Jersey’s 21 counties, allowing the Department of Environmental Protection to more closely manage reservoir systems.  The 14 counties are Bergen, Essex, Hudson, Hunterdon, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Somerset, Sussex, Union and Warren.  A drought watch was in effect for Burlington, Camden, Gloucester and Salem counties.  The Trentonian (N.J.), Oct. 21, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bergen County, NJ, Burlington County, NJ, Camden County, NJ, Essex County, NJ, Gloucester County, NJ, Hudson County, NJ, Hunterdon County, NJ, Mercer County, NJ, Middlesex County, NJ, Monmouth County, NJ, Morris County, NJ, Ocean County, NJ, Passaic County, NJ, Salem County, NJ, Somerset County, NJ, Sussex County, NJ, Union County, NJ, Warren County, NJ"
38416,"Voluntary conservation in Claremont, New Hampshire",10/19/16,10/18/16, ,"The low flow of the Sugar River prompted the Claremont Department of Public Works to issue a voluntary water restriction notice on Oct. 18.  Water customers were urged to stop watering lawns, washing cars and paved surfaces, filling pools and other non-essential water uses.  Manchester Union Leader (N.H.), Oct. 19, 2016","Relief, Response & Restrictions, Water Supply & Quality","Sullivan County, NH, Claremont, NH"
38425,Water conservation requested in eastern Tennessee,10/19/16,10/18/16, ,"The flow of the Little River led water officials in Alcoa, Maryville and the Tuckaleechee Utility District to ask customers to voluntarily curb their water use.  The flow of the river was less than a third of normal for this time of year.Knoxville News-Sentinel (Tenn.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Blount County, TN, Alcoa, TN, Maryville, TN"
38435,Fire danger elevated in western North Carolina,10/20/16,10/18/16,12/10/16,"The U.S. Forest Service and the North Carolina Forest Service have warned the public to be especially careful due to the rising fire danger in western North Carolina.  The fire danger was expected to remain elevated into December.The Mountaineer (Waynesville, N.C.), Oct. 18, 2016","Fire, Relief, Response & Restrictions","Avery County, NC, Buncombe County, NC, Burke County, NC, Caldwell County, NC, Cherokee County, NC, Clay County, NC, Cleveland County, NC, Graham County, NC, Haywood County, NC, Henderson County, NC, Jackson County, NC, Macon County, NC, Madison County, NC, McDowell County, NC, Mitchell County, NC, Polk County, NC, Rutherford County, NC, Swain County, NC, Transylvania County, NC, Watauga County, NC, Yancey County, NC"
38453,"Water sources becoming depleted in Sullivan County, New Hampshire",10/21/16,10/18/16, ,"Claremont’s Department of Public Works foresees the need for mandatory water restrictions because the flow of the Sugar River was 16 cubic feet per second, the second lowest rate in 88 years.  The water intake was also just 16 inches below the water’s surface.  In addition, drought was forecast to persist through the end of the year, making conservation essential.  Neighboring Newport enacted mandatory restrictions because Gilman Pond, its primary water source, was getting low.Valley News (White River Junction, Vt.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Sullivan County, NH, Claremont, NH, Newport, NH"
38452,"Brown, foul-smelling water in Blount County, Tennessee",10/21/16,10/18/16, ,"Drought forced a Bledsoe County prison to switch water sources, which unfortunately brought brown, foul-smelling water that stained laundry, although the water was safe to consume.  The prison will switch back to another water supply once a water shortage was alleviated.Chattanooga Times Free Press (Tenn.), Oct. 18, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Pikeville, TN, Blount County, TN"
38450,"Water conservation requested from customers in Alcoa, Maryville, Tennessee",10/21/16,10/18/16, ,"Voluntary water conservation was requested from customers in Alcoa and Maryville as the flow of the Little River dropped.  Preparations were underway to operate interconnections and an auxiliary raw water line that will send more water to the Alcoa Water Treatment Plant.WVLT-TV CBS 8 Knoxville (Tenn.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Blount County, TN, Alcoa, TN, Maryville, TN"
44375,"Most of New York was in a drought watch according to report from Dutchess County, New York",3/6/18,10/17/16,10/17/16,The Wappinger's Creek is quite low and soil moisture is quite dry. New York state has most of the state in a drought watch.CoCoRaHS Report from Station #Poughkeepsie 3.9 SSE on 10/17/2016,"Relief, Response & Restrictions","Dutchess County, NY, Spackenkill, NY"
44386,"Drought conditions caused voluntary water restrictions and increased fire risk in Henderson County, North Carolina",3/7/18,10/17/16,10/17/16,"Worsening drought conditions have caused local communities to implement voluntary water restrictions. Continued dry conditions have dried lawns & gardens, reduced river levels to below normal, caused local farmers to import hay and/or reduce their herds, and continue to increase wildland fire risk.CoCoRaHS Report from Station #Laurel Park 1.5 W on 10/17/2016","Fire, Relief, Response & Restrictions","Henderson County, NC, Laurel Park, NC"
38426,"Stage I water restrictions in Hendersonville, North Carolina",10/19/16,10/17/16, ,"Stage I water restrictions took effect in Hendersonville because the Mills River flowed at 59 cubic feet per second, considerably below the average of 115 cubic feet per second.  The river is the primary source of water for Henderson County, which was in moderate drought.Asheville Citizen Times (N.C.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Henderson County, NC, Hendersonville, NC"
44380,"Canoeing and kayaking was difficult due to low water levels in Westchester County, New York",3/7/18,10/17/16,10/17/16,"Lakes remain low. It's difficult to canoe or kayak through the connecting channels for recreational or citizen science purposes. Fire dry hydrant is only 8"" below lake level, which would limit the ability to draw from it during a fire. Terrestrial plants are dry. Some trees are dropping leaves without a great display of color - others are nicely colored.CoCoRaHS Report from Station #South Salem 2.1 NW on 10/17/2016","Business & Industry, Tourism & Recreation","Westchester County, NY"
38415,"Drought, shallow marshes affect duck, goose hunting in New York",10/19/16,10/17/16,12/4/16,"Duck and goose hunters in New York may have to wade through the state’s marshes rather than boat because drought has dropped water levels so low that boats may not float in some areas, according to the state Department of Environmental Conservation.  In addition, increased vegetation may make it more challenging to locate downed birds.  Migrating waterfowl may also seek out water elsewhere this year, possibly further to the south where conditions were better.  Water levels were low or dry at the state-managed marshes at the Iroquois and Montezuma National Wildlife Refuges and Northern Montezuma, Oak Orchard and Tonawanda Wildlife Management Areas, said the DEC.  The depleted marshes prompted the DEC to limit the number of hunting permits issued for opening weekend starting Oct. 22.  Just 60 permits were issued by lottery for Oct. 22 and another 60 for Oct. 23 at the Tonawanda and Oak Orchard areas.Buffalo News (N.Y.), Oct. 17, 2016","Plants & Wildlife, Tourism & Recreation, Water Supply & Quality","New York, Albany County, NY, Allegany County, NY, Bronx County, NY, Broome County, NY, Cattaraugus County, NY, Cayuga County, NY, Chautauqua County, NY, Chemung County, NY, Chenango County, NY, Clinton County, NY, Columbia County, NY, Cortland County, NY, Delaware County, NY, Dutchess County, NY, Erie County, NY, Essex County, NY, Franklin County, NY, Fulton County, NY, Genesee County, NY, Greene County, NY, Hamilton County, NY, Herkimer County, NY, Jefferson County, NY, Kings County, NY, Lewis County, NY, Livingston County, NY, Madison County, NY, Monroe County, NY, Montgomery County, NY, Nassau County, NY, New York County, NY, Niagara County, NY, Oneida County, NY, Onondaga County, NY, Ontario County, NY, Orange County, NY, Orleans County, NY, Oswego County, NY, Otsego County, NY, Putnam County, NY, Queens County, NY, Rensselaer County, NY, Richmond County, NY, Rockland County, NY, Saint Lawrence County, NY, Saratoga County, NY, Schenectady County, NY, Schoharie County, NY, Schuyler County, NY, Seneca County, NY, Steuben County, NY, Suffolk County, NY, Sullivan County, NY, Tioga County, NY, Tompkins County, NY, Ulster County, NY, Warren County, NY, Washington County, NY, Wayne County, NY, Westchester County, NY, Wyoming County, NY, Yates County, NY"
44387,"Dry conditions caused farmers to import hay or reduce herd sizes in Henderson County, North Carolina",3/7/18,10/17/16,10/17/16,"Worsening drought conditions have caused local communities to implement voluntary water restrictions. Continued dry conditions have dried lawns & gardens, reduced river levels to below normal, caused local farmers to import hay and/or reduce their herds, and continue to increase wildland fire risk.CoCoRaHS Report from Station #Laurel Park 1.5 W on 10/17/2016",Agriculture,"Henderson County, NC, Laurel Park, NC"
44379,"Large fire burned acres near Meade County, South Dakota",3/7/18,10/17/16,10/17/16,Large Fire to the east.  Burned 5000 to 6000 acres and no containment.CoCoRaHS Report from Station #Rapid City 6.2 NNE on 10/17/2016,Fire,"Meade County, SD, Rapid City, SD"
38403,"U.S. senators from northern New England seeking ""critical assistance"" for dairy farmers enduring low milk prices, drought",10/17/16,10/16/16, ,"U.S. senators from northern New England and elsewhere wrote to the Senate Appropriations Committee, seeking “critical assistance” for dairy farmers during the 2017 fiscal year.  The letter noted,” Milk prices have dropped by more than 40 percent over the past two years, and the U.S. Department of Agriculture predicts low prices to continue for the near future.  Dairy production costs continue to rise, and severe drought in some regions of the country has driven these costs up further.”The federal farm program that was intended to help farmers had not been very helpful and needed improvements.Concord Monitor (N.H.), Oct. 16, 2016","Agriculture, Relief, Response & Restrictions","District of Columbia, District of Columbia, DC, Washington, DC, New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH"
44373,"Areas where water was constant was all dried up in Columbia County, New York",3/6/18,10/16/16,10/16/16,"I take the opportunity to hike around three counties near home. We have not had significant rain in some time as noted on daily reports. I am still watering plants. Trees are browning. In the conservation areas, the land is parched and cracked; no significant flow of water in the streams; in one area where water was a constant, the area has completely dried up.CoCoRaHS Report from Station #Livingston 0.7 SSW on 10/16/2016","Plants & Wildlife, Water Supply & Quality","Columbia County, NY"
38401,Ag officials wanted to hear from New Hampshire's dairy farmers,10/17/16,10/16/16, ,"U.S. Department of Agriculture and New Hampshire officials held a forum at the N.H. Audubon Society to hear from dairy farmers and invite them to share their experiences and concerns as the federal authority prepares to craft another federal farm bill.  Already in 2016, 19 of the state’s 120 dairy farmers have gone out of business because low milk prices and drought increased farmers’ expenses far beyond their profits.  Concord Monitor (N.H.), Oct. 16, 2016","Agriculture, Relief, Response & Restrictions","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH"
