Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
38453,"Water sources becoming depleted in Sullivan County, New Hampshire",10/21/2016,10/18/2016, ,"Claremont’s Department of Public Works foresees the need for mandatory water restrictions because the flow of the Sugar River was 16 cubic feet per second, the second lowest rate in 88 years.  The water intake was also just 16 inches below the water’s surface.  In addition, drought was forecast to persist through the end of the year, making conservation essential.  Neighboring Newport enacted mandatory restrictions because Gilman Pond, its primary water source, was getting low.Valley News (White River Junction, Vt.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Sullivan County, NH, Claremont, NH, Newport, NH",
38452,"Brown, foul-smelling water in Blount County, Tennessee",10/21/2016,10/18/2016, ,"Drought forced a Bledsoe County prison to switch water sources, which unfortunately brought brown, foul-smelling water that stained laundry, although the water was safe to consume.  The prison will switch back to another water supply once a water shortage was alleviated.Chattanooga Times Free Press (Tenn.), Oct. 18, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Pikeville, TN, Blount County, TN",
38450,"Water conservation requested from customers in Alcoa, Maryville, Tennessee",10/21/2016,10/18/2016, ,"Voluntary water conservation was requested from customers in Alcoa and Maryville as the flow of the Little River dropped.  Preparations were underway to operate interconnections and an auxiliary raw water line that will send more water to the Alcoa Water Treatment Plant.WVLT-TV CBS 8 Knoxville (Tenn.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Blount County, TN, Alcoa, TN, Maryville, TN",
44375,"Most of New York was in a drought watch according to report from Dutchess County, New York",03/06/2018,10/17/2016,10/17/2016,The Wappinger's Creek is quite low and soil moisture is quite dry. New York state has most of the state in a drought watch.CoCoRaHS Report from Station #Poughkeepsie 3.9 SSE on 10/17/2016,"Relief, Response & Restrictions","Dutchess County, NY, Spackenkill, NY",
44386,"Drought conditions caused voluntary water restrictions and increased fire risk in Henderson County, North Carolina",03/07/2018,10/17/2016,10/17/2016,"Worsening drought conditions have caused local communities to implement voluntary water restrictions. Continued dry conditions have dried lawns & gardens, reduced river levels to below normal, caused local farmers to import hay and/or reduce their herds, and continue to increase wildland fire risk.CoCoRaHS Report from Station #Laurel Park 1.5 W on 10/17/2016","Fire, Relief, Response & Restrictions","Henderson County, NC, Laurel Park, NC",
38426,"Stage I water restrictions in Hendersonville, North Carolina",10/19/2016,10/17/2016, ,"Stage I water restrictions took effect in Hendersonville because the Mills River flowed at 59 cubic feet per second, considerably below the average of 115 cubic feet per second.  The river is the primary source of water for Henderson County, which was in moderate drought.Asheville Citizen Times (N.C.), Oct. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Henderson County, NC, Hendersonville, NC",
44380,"Canoeing and kayaking was difficult due to low water levels in Westchester County, New York",03/07/2018,10/17/2016,10/17/2016,"Lakes remain low. It's difficult to canoe or kayak through the connecting channels for recreational or citizen science purposes. Fire dry hydrant is only 8"" below lake level, which would limit the ability to draw from it during a fire. Terrestrial plants are dry. Some trees are dropping leaves without a great display of color - others are nicely colored.CoCoRaHS Report from Station #South Salem 2.1 NW on 10/17/2016","Business & Industry, Tourism & Recreation","Westchester County, NY",
38415,"Drought, shallow marshes affect duck, goose hunting in New York",10/19/2016,10/17/2016,12/04/2016,"Duck and goose hunters in New York may have to wade through the state’s marshes rather than boat because drought has dropped water levels so low that boats may not float in some areas, according to the state Department of Environmental Conservation.  In addition, increased vegetation may make it more challenging to locate downed birds.  Migrating waterfowl may also seek out water elsewhere this year, possibly further to the south where conditions were better.  Water levels were low or dry at the state-managed marshes at the Iroquois and Montezuma National Wildlife Refuges and Northern Montezuma, Oak Orchard and Tonawanda Wildlife Management Areas, said the DEC.  The depleted marshes prompted the DEC to limit the number of hunting permits issued for opening weekend starting Oct. 22.  Just 60 permits were issued by lottery for Oct. 22 and another 60 for Oct. 23 at the Tonawanda and Oak Orchard areas.Buffalo News (N.Y.), Oct. 17, 2016","Plants & Wildlife, Tourism & Recreation, Water Supply & Quality","New York, Albany County, NY, Allegany County, NY, Bronx County, NY, Broome County, NY, Cattaraugus County, NY, Cayuga County, NY, Chautauqua County, NY, Chemung County, NY, Chenango County, NY, Clinton County, NY, Columbia County, NY, Cortland County, NY, Delaware County, NY, Dutchess County, NY, Erie County, NY, Essex County, NY, Franklin County, NY, Fulton County, NY, Genesee County, NY, Greene County, NY, Hamilton County, NY, Herkimer County, NY, Jefferson County, NY, Kings County, NY, Lewis County, NY, Livingston County, NY, Madison County, NY, Monroe County, NY, Montgomery County, NY, Nassau County, NY, New York County, NY, Niagara County, NY, Oneida County, NY, Onondaga County, NY, Ontario County, NY, Orange County, NY, Orleans County, NY, Oswego County, NY, Otsego County, NY, Putnam County, NY, Queens County, NY, Rensselaer County, NY, Richmond County, NY, Rockland County, NY, Saint Lawrence County, NY, Saratoga County, NY, Schenectady County, NY, Schoharie County, NY, Schuyler County, NY, Seneca County, NY, Steuben County, NY, Suffolk County, NY, Sullivan County, NY, Tioga County, NY, Tompkins County, NY, Ulster County, NY, Warren County, NY, Washington County, NY, Wayne County, NY, Westchester County, NY, Wyoming County, NY, Yates County, NY",
44387,"Dry conditions caused farmers to import hay or reduce herd sizes in Henderson County, North Carolina",03/07/2018,10/17/2016,10/17/2016,"Worsening drought conditions have caused local communities to implement voluntary water restrictions. Continued dry conditions have dried lawns & gardens, reduced river levels to below normal, caused local farmers to import hay and/or reduce their herds, and continue to increase wildland fire risk.CoCoRaHS Report from Station #Laurel Park 1.5 W on 10/17/2016",Agriculture,"Henderson County, NC, Laurel Park, NC",
44379,"Large fire burned acres near Meade County, South Dakota",03/07/2018,10/17/2016,10/17/2016,Large Fire to the east.  Burned 5000 to 6000 acres and no containment.CoCoRaHS Report from Station #Rapid City 6.2 NNE on 10/17/2016,Fire,"Meade County, SD, Rapid City, SD",
38403,"U.S. senators from northern New England seeking ""critical assistance"" for dairy farmers enduring low milk prices, drought",10/17/2016,10/16/2016, ,"U.S. senators from northern New England and elsewhere wrote to the Senate Appropriations Committee, seeking “critical assistance” for dairy farmers during the 2017 fiscal year.  The letter noted,” Milk prices have dropped by more than 40 percent over the past two years, and the U.S. Department of Agriculture predicts low prices to continue for the near future.  Dairy production costs continue to rise, and severe drought in some regions of the country has driven these costs up further.”The federal farm program that was intended to help farmers had not been very helpful and needed improvements.Concord Monitor (N.H.), Oct. 16, 2016","Agriculture, Relief, Response & Restrictions","District of Columbia, District of Columbia, DC, Washington, DC, New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH",
44373,"Areas where water was constant was all dried up in Columbia County, New York",03/06/2018,10/16/2016,10/16/2016,"I take the opportunity to hike around three counties near home. We have not had significant rain in some time as noted on daily reports. I am still watering plants. Trees are browning. In the conservation areas, the land is parched and cracked; no significant flow of water in the streams; in one area where water was a constant, the area has completely dried up.CoCoRaHS Report from Station #Livingston 0.7 SSW on 10/16/2016","Plants & Wildlife, Water Supply & Quality","Columbia County, NY",
38401,Ag officials wanted to hear from New Hampshire's dairy farmers,10/17/2016,10/16/2016, ,"U.S. Department of Agriculture and New Hampshire officials held a forum at the N.H. Audubon Society to hear from dairy farmers and invite them to share their experiences and concerns as the federal authority prepares to craft another federal farm bill.  Already in 2016, 19 of the state’s 120 dairy farmers have gone out of business because low milk prices and drought increased farmers’ expenses far beyond their profits.  Concord Monitor (N.H.), Oct. 16, 2016","Agriculture, Relief, Response & Restrictions","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH",
44351,"Water levels were going down in Clinton County, New York",03/04/2018,10/16/2016,10/16/2016,"OK---here goes first report! Rainfall departures from my station 34-year average: April= -.30"", May= -.86"", June= +.48"", July=+.21"", August= -.52"", September= -.86"", and October so far= -1.25"". Above average months were on just 1-2 major days; couple that with more frequent & stronger lake breeze, monthly average daily temps running 6-9 degrees above average, and just about all growing things were stunted to say the least. Only 2 meaningful cuts of hay vs. 3. Healthy lawn, perennials and veggies were all less than typically green/productive---even with my 2,000 gal. rain water supply for watering! Had to repair partial septic system: deep ground is all clay, and it was bone-dry to 4.5 feet---turned to dust once it was disturbed---normally it would be noticeably damp. 145' drilled well water level has been slightly +/- 42' below surface since 1980....now 51' below, but no deficiency or availability issues. (Numerous reports of dry wells/springs locally, however.) Lake Champlain dropped to current 2.3' below average, exposing significant shallows and major portions of adjacent wetlands= waterfowl more evident in open waters than usual, boat is moored 130' further out from normal shoreline, and extreme operating care is required along  previously unfamiliar shoreline. Nearby Ausable River at lowest I've seen since '79=lousy fishing and typical swimming holes are non-existent!  Have had regular visits to bird baths by Whitetail doe/twins AND a single Bobcat---never before! Hummingbirds ""lived"" at feeders! Kept pool solar blanket on when not in use to curtail early season evaporation. My residential ""solar system"" is running 12% above calendar-year average. Overall, last 6 months =VERY warm/dry, but virtually no mosquitoes or typical summer ticks, OR my favorite fireflies!CoCoRaHS Report from Station #Peru 4.1 ESE on 10/16/2016","Plants & Wildlife, Water Supply & Quality","Clinton County, NY",
38402,New Hampshire officials seeking assistance for state's dairy farmers,10/17/2016,10/16/2016, ,"New Hampshire officials urged the Legislature to approve up to $3.6 million for drought assistance and wanted lawmakers to include $2 million in each year of the next biennium budget for the Milk Producers Emergency Relief Fund.  Concord Monitor (N.H.), Oct. 16, 2016","Agriculture, Relief, Response & Restrictions, Society & Public Health","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH",
38414,Cruise ship omitted stop due to shallow depth in Lake Winnipesaukee in New Hampshire,10/19/2016,10/15/2016, ,"The declining level of Lake Winnipesaukee caused the M/S Mount Washington to forgo its usual stop in Wolfeboro Bay because the water was too shallow.  Lakes were 8 inches lower than normal on average, said a spokesman for the Department of Environmental Services.Manchester Union Leader (N.H.), Oct. 16, 2016","Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Belknap County, NH, Carroll County, NH",
38963,"Foundations of old farmhouses seen in Wanaque Reservoir in Passaic County, New Jersey",12/08/2016,10/15/2016, ,"Foundations of old farmhouses reappeared in the Wanaque Reservoir in Passaic County as the water stored in the reservoir fell to about 45 percent of capacity in mid-October.  Rain and pumps moving river water into the reservoir have since improved water levels in the Wanaque Reservoir.  Morris County Daily Record (N.J.), Dec. 8, 2016","Society & Public Health, Water Supply & Quality","Passaic County, NJ, Ringwood, NJ, Wanaque, NJ",
44320,"Wildlife sought water in birdbaths and drought watch took place in Somerset County, New Jersey",03/01/2018,10/15/2016,10/15/2016,"The dry pattern continues. Only received .97 rainfall to date for October. This follows two prior months of well below normal rainfall...Sept. 2.07"" and Aug. 1.65"". Wildlife (birds, deer, squirrels) are frequent visitors to two birdbaths in yard. Lawns are stressed with numerous brown areas and slow growth. Soils in surrounding fields and farms are dry and dusty. Leaves are starting to change color and drop early. Drought watch is in effect for the county.CoCoRaHS Report from Station #Hillsborough Twp 3.5 SE on 10/15/2016","Plants & Wildlife, Relief, Response & Restrictions","Somerset County, NJ",
44304,"Fire dangers were raised to high in Santa Fe County, New Mexico",02/28/2018,10/15/2016,10/15/2016,We had a nice rain last week but our soils are very dry so the rain soaked in and dried up in 24 hours. The Pinon and Juniper trees are becoming stressed because of lack sufficient rain. The pasture turn out for my sheep is in poor condition. Our fire danger has been raised to HIGH so caution is advised in our P&J forests.CoCoRaHS Report from Station #Edgewood 3.7 WSW on 10/15/2016,"Fire, Plants & Wildlife","Santa Fe County, NM",
44326,"Hay needed to be brought in to feed animals Hardeman County, Tennessee",03/01/2018,10/15/2016,10/15/2016,"I've had to bring in hay all summer to feed my flock of sheep. The gardens require nearly daily watering and the fruit crop in the orchards was scanty.The hens had plenty of dust for bathing.  Our well is deep and doing okay, but the pond is very low and scummy as are most of the ponds and other standing water.  The usually soggy ground in the lower part of the farm is dry and firm and the upper sections very dusty and dry.  The Hatchie River is showing several feet of dry bank from the water drop and we have observed sand bars where none have been seen before.  This would be a good time to sell swampy land to the unsuspecting!CoCoRaHS Report from Station #Medon 3.5 SSW on 10/15/2016",Agriculture,"Hardeman County, TN",
40714,"Stock dams dry, pastures short in Perkins County, South Dakota",06/14/2017,10/15/2016,06/14/2017,"The winter wheat has no kernels in the heads and has been cut for hay.  Three-fourths of the stock dams are dry.  Pastures are short and the grass is drying up and not growing.  The hay fields have dried up and will not be cut for hay.From Perkins County, South Dakota, on June 14, 2017","Agriculture, Water Supply & Quality","Perkins County, SD, White Butte, SD",
38404,"Request for water conservation in South Royalton, Vermont",10/17/2016,10/14/2016, ,"The South Royalton Water Department asked its customers to avoid “leisurely” water uses, such as car washing and lengthy showers, to limit water use.  Conservation was needed because the water district draws water from the White River, but the river was low.  The department was concerned that it may not be able to continue taking water from the river if its level continued to drop.Portland Press Herald (Maine), Oct. 17, 2016","Relief, Response & Restrictions, Water Supply & Quality","Windsor County, VT",
44287,"Burn bans were implemented in Marion and Harrison County, Texas",02/27/2018,10/14/2016,10/14/2016,Burn bans implemented in Marion and Harrison counties this week.CoCoRaHS Report from Station #Jefferson 15.4 ESE on 10/14/2016,"Relief, Response & Restrictions","Marion County, TX",
44292,"Farmer may have taken a hit due to lack of water in Seneca County, New York",02/27/2018,10/14/2016,10/14/2016,"The top soil has near normal moisture, however the water table is very low. Ponds in my area are lower than I've ever seen in 34 years living here. Many smaller ponds are completely dry.  We use a well for water source out here in rural Ovid, NY. We stopped watering the vegetable garden, washing cars etc, in June when the grass was all brown.  It was a decent season for my Charter boat business. I didn't have to worry much about rain ruining charters. I only cancelled a couple charters due to weather, all summer.   I doubt whether the rain we've had in the last month or so have added much water to our well, but the grass is growing again. Unfortunately it's far too late to help the farmer's corn and soybean crops. They'll be lucky if they cover the cost of production this year.CoCoRaHS Report from Station #Ovid 3.5 SSE on 10/14/2016","Agriculture, Water Supply & Quality","Seneca County, NY",
38506,"Drought alert in Kingston, New York",10/28/2016,10/13/2016, ,"A drought alert was issued in Kingston because the level of the city's reservoir in Woodstock had dropped to 75 percent of capacity.  People were urged to voluntarily conserve water.Kingston Daily Freeman (N.Y.), Oct. 27, 2016","Relief, Response & Restrictions, Water Supply & Quality","Ulster County, NY, Kingston, NY",
44246,"Hamilton County, Tennessee started to see problems caused by drought",02/22/2018,10/13/2016,10/13/2016,"16+"" below normal. Sept-1.32"", Oct- nothing at this date. Entire year considerably below normal. Forest fires burning, agriculture hurting, some water restrictions starting.CoCoRaHS Report from Station #Ooltewah 2.0 S on 10/13/2016","Fire, Relief, Response & Restrictions","Hamilton County, TN",
44248,"Grass fires were prominent in McNairy County, Tennessee",02/22/2018,10/13/2016,10/13/2016,There was no changing of the leaves this year. They went from dull green to brown overnight.  We are also having lots of grass fires that get out of control.CoCoRaHS Report from Station #Finger 4.1 ENE on 10/13/2016,Fire,"McNairy County, TN",
44253,"Water levels were low in Onondaga County, New York",02/22/2018,10/13/2016,10/13/2016,"The area appears to be recovering from the abnormally dry conditions earlier in the year.  Garden soil appears moist, lawn grass is growing (requiring cutting again), seeded areas are germinating.  Ponds, streams, and lakes continue to generally appear low (even though we are only 1 inch below average annual precip [Syr airport readings]).  I have been told that well water levels are also still lower than normal. I have been monitoring water levels in an ~1/2 acre pond in Marcellus since mid 2015.  The water level on 10/5/16 is 24 inches below the water level recorded on 10/4/15.  I can provide these data if needed.CoCoRaHS Report from Station #Skaneateles 0.8 NNW on 10/13/2016",Water Supply & Quality,"Onondaga County, NY",
44271,"Dusty conditions caused nasal problems in Dyer County, Tennesee",02/24/2018,10/13/2016,10/13/2016,"Needing rain bad. Crusty Grass , foliage as should be but very dry and dusty, Causing significant nasal problems with people.CoCoRaHS Report from Station #Newbern 6.5 SE on 10/13/2016",Society & Public Health,"Dyer County, TN",
44234,"Plants and lawns were being watered more often in Galveston County, Texas",02/21/2018,10/12/2016,10/12/2016,Watering plants and lawn three times weekly as opposed to once every ten days.CoCoRaHS Report from Station #Crystal Beach 3.7 ENE on 10/12/2016,Agriculture,"Galveston County, TX",
44239,"Water sources were running low in Montgomery County, New York",02/21/2018,10/12/2016,10/12/2016,"This is a tough call as I would select mildly/moderately dry. Roughly 50% of the lawn is browned out. The FWI is Moderate and the Drought Code is 314 and has been in the high to very high ranges for the past 4 months. Creeks and streams are flowing low. Some wells have run dry. This year's rainfall is 10.45"" less than the past 11 year YTD average of 35.12"". See website for more detail http://indiantrailweather.comCoCoRaHS Report from Station #Hessville 1.8 WSW on 10/12/2016",Water Supply & Quality,"Montgomery County, NY",
44204,"Landscape plants having to be water and more hay feeding in Cumberland County, Tennessee",02/18/2018,10/12/2016,10/12/2016,Having to water landscape plants just to keep from loosing them.  Livestock pastures are brown.  Many are feeding hay already.  Many livestock ponds are dry or have very little water in them.  Farmers are taking advantage of dry conditions to clean out and improve farm ponds.  Long time farmers are telling me this is as dry as them can remember.  Fall seeding has been delayed or won't be done.  Even crabgrass has dried up and is unusual.  Fires are a fear.CoCoRaHS Report from Station #Crossville 5.8 SSW on 10/12/2016,"Agriculture, Plants & Wildlife","Cumberland County, TN",
44233,"Increase of deer was coming to yard to drink water in Kendall County, Texas",02/21/2018,10/12/2016,10/12/2016,"We had an unusually wet period in August 2016 and slightly above normal rainfall in September 2016.  However, October 2016 has been warm and drier than normal and October is usually a wet month, one of the wettest months for the year.  Our last rainfall was late September 2016 and highs each day since then have been in the 80s with lows in the 50s and 60s.  No freeze yet, however, grass is not growing as quickly and the soils in my garden dry quickly after irrigation.  I have to irrigate approximately every two days in the garden which is not usual for October most years.  When I do mow which is only once a week to every other week right now, lots of dust is churned up indicating the top layer of the soil is quite dry.  But lower layers of the soil when digging deeper to plant has a little moisture left over but reducing more rapidly now.  I have noticed the local deer population increasingly coming to my rural property to drink water at night from my outdoor water trough.  This to is an indication that the local water supply ponds are drying up quickly as evapotranspiration rates are approximately 0.20 of an inch per day.CoCoRaHS Report from Station #Boerne 4.3 NE on 10/12/2016","Plants & Wildlife, Water Supply & Quality","Kendall County, TX",
38842,"Milam County, Texas, yellow and brown grass, watering garden",11/19/2016,10/11/2016,10/11/2016,"Only 0.4"" total rain since August. Most of that fell early September. Grass is yellow & brown, trees are dropping their leaves early.  Having to water the fall garden in hopes of it coming up. Watering young trees, shrubs and etc. CoCoRaHS Report from Station #Thorndale 8.8 N on 10/11/2016",Plants & Wildlife,"Milam County, TX",
38837,"Bedford County, Tennessee, dead grass, low pond level",11/19/2016,10/11/2016,10/11/2016,Pond level is low. Grass looks dead. CoCoRaHS Report from Station #Shelbyville 8.9 WSW on 10/11/2016,"Plants & Wildlife, Water Supply & Quality","Bedford County, TN",
44104,"Breathing became a little difficult in Dyer County, Tennessee",02/02/2018,10/11/2016,10/11/2016,"DRY , Dusty, In need of rain. Affecting peoples breathing. Grass is dry, almost dead.CoCoRaHS Report from Station #Newbern 6.5 SE on 10/11/2016",Society & Public Health,"Dyer County, TN",
44105,"Fire warning was in effect in Houston County, Tennessee",02/02/2018,10/11/2016,10/11/2016,No rain for 21 days and less than 1 1/2 inches in Sept.  Lawns are brown. Ground is dusty. There is a danger of grass & forest fires.  I have not been aware of a fire as yet.CoCoRaHS Report from Station #Tennessee Ridge 1.4 SW on 10/11/2016,Fire,"Houston County, TN, Tennessee Ridge, TN",
38836,"Hillsborough County, New Hampshire, poor pasture requires buying hay, dry well",11/19/2016,10/11/2016,10/11/2016,"I have a couple of sheep and have had to buy much more hay (at higher prices) than usual because the pasture is so poor. Fewer raspberries and far fewer apples than usual - although the wild grapes are doing very well. My private dug well (16 feet) is virtually dry, but I use a drilled well that is still operating. CoCoRaHS Report from Station #Mont Vernon 1.3 SSW on 10/11/2016","Agriculture, Water Supply & Quality","Hillsborough County, NH",
38838,"White County, Tennessee, vegetation dying",11/19/2016,10/11/2016,10/11/2016,Shrubs and perennial flowers are dying from lack of rain. CoCoRaHS Report from Station #Sparta 3.0 WNW on 10/11/2016,Plants & Wildlife,"White County, TN",
44193,"Gardens were not too happy in Bucks County, Pennsylvania",02/15/2018,10/11/2016,10/11/2016,"We had several months with above average rainfall, but 4 months with low rainfall. Unfortunately, we also had long periods with no or very little rainfall followed by a lot of rain in a short time. The times with low rainfall were the hottest months and most of our trees and shrubs were stressed. We watered the newly planted ones, but can't water everything (we never water grass.) Our fruit and garden produce was not up to normal standards. None of our plants were happy this year.CoCoRaHS Report from Station #Doylestown 3.7 W on 10/11/2016","Agriculture, Plants & Wildlife","Bucks County, PA",
44103,"Forest fire warning sign was posted in Passaic County, New Jersey",02/02/2018,10/11/2016,10/11/2016,Lawn dried out and dead in spots.  Asters are not going into full bloom as showing signs of stress.  Can see structures at bottom of local reservoirs.  Forest fire sign on top of Skyline Drive is on high alert.  We need rain going into winter or will lose perennials and young trees planted this year.CoCoRaHS Report from Station #Ringwood 3.0 SSE on 10/11/2016,Fire,"Passaic County, NJ, Ringwood, NJ",
38843,"Mercer County, New Jersey, hard to keep bonsai watered",11/19/2016,10/11/2016,10/11/2016,We grow bonsai as a hobby.  We have six water barrels and they have gone dry many times this season.  With the ongoing drought it's a constant battle to keep them watered and alive. CoCoRaHS Report from Station #Hopewell Twp 2.4 NW on 10/11/2016,Plants & Wildlife,"Mercer County, NJ",
38815,"Fannin County, Texas, cattle needing pasture grass, stressed trees, stressed wildlife",11/17/2016,10/11/2016,10/11/2016,"We have not had significant rainfall since last May. The cattle are desperate for forage, stressed trees are beginning to die, and wildlife are showing signs of stress. The fire hazard remains extremely high. CoCoRaHS Report from Station #Dodd City 3.0 NNW on 10/11/2016","Agriculture, Fire, Plants & Wildlife","Fannin County, TX",
38840,"Bennington County, Vermont, watering gardens, slow hay growth",11/19/2016,10/11/2016,10/11/2016,We have had to water gardens and now the hay growth has slowed down a lot. CoCoRaHS Report from Station #Landgrove 1.1 NNE on 10/11/2016,"Agriculture, Plants & Wildlife","Bennington County, VT",
38633,"White County, Tennessee, dry ponds, putting water out for cattle",11/08/2016,10/10/2016,10/10/2016,The ponds are nearly dry. We had to put out watering troughs so the cattle would have enough water. No rain forecast for the next two weeks. CoCoRaHS Report from Station #Sparta 7.1 S on 10/10/2016,"Agriculture, Water Supply & Quality","White County, TN",
38629,"Craig County, Oklahoma, one cutting of hay due to dryness",11/08/2016,10/10/2016,10/10/2016,It is very dusty here but grass is fairly green and needs mowing once a week. Most rains have gone around us. We were only able to get one cutting of hay this year due to the slow growth due to lack of rain. CoCoRaHS Report from Station #Vinita 8.6 ESE on 10/10/2016,Agriculture,"Craig County, OK",
38513,"Stevens County, Washington, dry soil and stressed vegetation",10/31/2016,10/10/2016,10/10/2016,Surface wet due to recent rains of less than two inches.  Soil is dry below 2 - 3 inches of depth.  Most grass vegetation brown and some native trees water stressed.  Creeks and streams running very low and isolated ponds dry or nearly dry. CoCoRaHS Report from Station #Evans 2.0 NNW on 10/10/2016,"Plants & Wildlife, Water Supply & Quality","Stevens County, WA",
38630,"Westchester County, New York, watering ban",11/08/2016,10/10/2016,10/10/2016,"Working in the landscape industry, when we look at properties that have not irrigation we are seeing significant drought stress.  We have seen a minimal relief the past couple of weeks, but not much.  Connecticut (Fairfield county) has imposed strict watering restrictions for landscapes. No watering allowed at all. CoCoRaHS Report from Station #White Plains 3.1 NNW on 10/10/2016","Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality","Westchester County, NY",
38673,"Upshur County, Texas, dying hay, low pond level",11/10/2016,10/10/2016,10/10/2016,"Hay has virtually stopped growing.  Is dry to the touch, crunching underfoot. Pond is seven to eight feet below normal, water temp well above normal and healthy levels for catfish. Only recorded 1.10 inches in last six weeks. CoCoRaHS Report from Station #Big Sandy 6.6 N on 10/10/2016","Agriculture, Water Supply & Quality","Upshur County, TX",
38510,"Smith County, Tennessee, garden struggling, pasture not doing well, high fire hazard",10/31/2016,10/10/2016,10/10/2016,"Very dry, fall garden not doing well. Pastures not good. Vary high fire hazard. CoCoRaHS Report from Station #Carthage 8.7 NNE on 10/10/2016","Agriculture, Fire, Plants & Wildlife","Smith County, TN",
38564,"Pickett County, Tennessee, low water levels, dry grass, leaves browning",11/03/2016,10/10/2016,10/10/2016,"Leaves on trees are not changing to normal fall colors, but turning brown and falling. Grass is dry and not growing much. No water restrictions as local source is major lake that is down somewhat but not restricting recreation use or water withdrawal. Our pond is down somewhat but not excessively so. CoCoRaHS Report from Station #Byrdstown 2.8 SSW on 10/10/2016","Plants & Wildlife, Water Supply & Quality","Pickett County, TN",
38558,"Franklin County, Tennessee, garden and vegetation irrigated, browning weeds, cracking soil",11/03/2016,10/10/2016,10/10/2016,"Garden and some smaller plantings (bushes, new trees) have had to be irrigated for two weeks now; weeds are wilting, drying up, and turning brown; soil (clay) is a hard, dry crust with cracks developing. CoCoRaHS Report from Station #Winchester 3.9 W on 10/10/2016",Plants & Wildlife,"Franklin County, TN",
38717,"Merrimack County, New Hampshire, late plant budding, brown lawn, low lake level",11/14/2016,10/10/2016,10/10/2016,"Late plant budding. Lawn is brown. Lake is way down, boats have perched on rocks not seen before. We are over 16 inches below normal. CoCoRaHS Report from Station #Newbury 1.6 NW on 10/10/2016","Plants & Wildlife, Water Supply & Quality","Merrimack County, NH",
38634,"Henderson County, North Carolina, irrigation for crops needed",11/08/2016,10/10/2016,10/10/2016,-6.79 inches requiring irrigation between rain events. CoCoRaHS Report from Station #Hendersonville 4.6 WSW on 10/10/2016,Agriculture,"Henderson County, NC",
38632,"Athens County, Ohio, dry conditions restrict crop growth",11/08/2016,10/10/2016,10/10/2016,Dry conditions appear to have restricted the mast crop in my forest. CoCoRaHS Report from Station #Glouster 3.6 SW on 10/10/2016,Agriculture,"Athens County, OH",
38693,"Westchester County, New York, brown lawn, low lake level affecting canoeing",11/13/2016,10/10/2016,10/10/2016,"Lawn and garden are dry, grass is browning out - not usual for this lawn.  The lakes are at very low levels:  the channels that connect them are nearly impassible by canoe and we have to get out and walk the canoes through them. Winter needle drop seems greater than usual, but that might just be my imagination. CoCoRaHS Report from Station #South Salem 2.1 NW on 10/10/2016","Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality","Westchester County, NY",
38559,"Blount County, Tennessee, dry soil",11/03/2016,10/10/2016,10/10/2016,"I garden.  Soil is completely dry, difficult to dig in even though mulched. CoCoRaHS Report from Station #Friendsville 3.6 NW on 10/10/2016",Plants & Wildlife,"Blount County, TN",
38514,"Sandoval County, New Mexico, watering plants",10/31/2016,10/10/2016,10/10/2016,"Continuing to water yard plants, e.g. Spanish Broom, Russian Sage, Rosemary, Lavender, etc. which should not require water this time of year (post monsoon). CoCoRaHS Report from Station #Jemez Pueblo 5.7 NNW on 10/10/2016",Plants & Wildlife,"Sandoval County, NM",
38516,"Transylvania County, North Carolina, dry soil down to 10 - 12 inches",10/31/2016,10/10/2016,10/10/2016,"When turning garden for fall planting, no moisture in first 10-12 inches of soil.  No worms observed.  Soil very dry. CoCoRaHS Report from Station #Brevard 2.2 SSW on 10/10/2016",Agriculture,"Transylvania County, NC",
38637,"Hunterdon County, New Jersey, stressed trees, dropped water level",11/08/2016,10/10/2016,10/10/2016,"My small trees are under stress and the stream in my back woods hasn't flowed since the end of September. Fortunately, the stream has pools which extend down below the water table, and they have retained water. However, were it not for my supplementing the flow with pumps, the fish in the pools would not have flowing water. The water table seems to have dropped about six inches based on the levels in my stream pools. CoCoRaHS Report from Station #Lebanon 3.2 SW on 10/10/2016","Plants & Wildlife, Water Supply & Quality","Hunterdon County, NJ",
